epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,13898.3,0.29621,0.29224,0.82697,0.98735,0.99276,0.99375,0.92846,0.29824,0.27732,0.79323,0.000524604,0.000524604,0.000524604
60,14135,0.30163,0.29608,0.82766,0.98882,0.9913,0.99262,0.92822,0.30755,0.28075,0.79391,0.000513052,0.000513052,0.000513052
61,14360.9,0.30006,0.28834,0.82883,0.99156,0.99295,0.99461,0.92812,0.29585,0.26997,0.79317,0.000501499,0.000501499,0.000501499
62,14586.9,0.29448,0.28875,0.83087,0.98905,0.993,0.9943,0.93191,0.29535,0.27354,0.79316,0.000489947,0.000489947,0.000489947
63,14828.5,0.29053,0.28597,0.82799,0.99244,0.99233,0.99452,0.93007,0.29749,0.27077,0.79295,0.000478394,0.000478394,0.000478394
64,15054.7,0.28877,0.28437,0.8309,0.99078,0.99285,0.9944,0.93265,0.29659,0.27175,0.79375,0.000466841,0.000466841,0.000466841
65,15288.1,0.29217,0.28444,0.83126,0.989,0.9922,0.99437,0.93265,0.28927,0.27008,0.79169,0.000455289,0.000455289,0.000455289
66,15520.8,0.28619,0.27986,0.82212,0.991,0.99119,0.99428,0.9319,0.29328,0.26721,0.79259,0.000443736,0.000443736,0.000443736
67,15752.7,0.29063,0.28105,0.8248,0.99446,0.98679,0.99419,0.93059,0.29775,0.27205,0.79347,0.000432184,0.000432184,0.000432184
68,15991.2,0.28574,0.28024,0.82379,0.9925,0.99188,0.99439,0.93223,0.29309,0.26718,0.79307,0.000420631,0.000420631,0.000420631
69,16218.8,0.28739,0.27661,0.82768,0.9916,0.98874,0.99442,0.93113,0.29561,0.27014,0.79235,0.000409078,0.000409078,0.000409078
70,16448.6,0.28517,0.27779,0.82689,0.98905,0.99223,0.99439,0.92968,0.29278,0.26443,0.79368,0.000397526,0.000397526,0.000397526
71,16686.4,0.28437,0.27228,0.8229,0.99284,0.99098,0.99436,0.92872,0.28849,0.26145,0.79314,0.000385973,0.000385973,0.000385973
72,16911.6,0.28638,0.27759,0.82565,0.99244,0.99029,0.99287,0.93358,0.28842,0.26214,0.79259,0.000374421,0.000374421,0.000374421
