epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,221.615,0.61959,1.04915,0.88313,0.87738,0.93798,0.95687,0.77457,0.62582,0.82492,0.82893,0.000878965,0.000878965,0.0677394
2,442.425,0.55894,0.57782,0.8668,0.97719,0.96172,0.98001,0.85128,0.47709,0.53781,0.80446,0.00174769,0.00174769,0.0352748
3,660.406,0.54645,0.54882,0.86319,0.98984,0.96684,0.98151,0.84332,0.49279,0.49728,0.81147,0.002601,0.002601,0.0027948
